institution,year,HD2014.State abbreviation,
National American University-Ellsworth AFB Extension,2014,South Dakota,
National American University-Albuquerque West,2014,New Mexico,
National American University-Brooklyn Center,2014,Minnesota,
Pillar College,2014,New Jersey,
International Academy of Design and Technology-Orlando,2014,Florida,
Apex School of Theology,2014,North Carolina,
Yeshiva Shaarei Torah of Rockland,2014,New York,
Nevada State College,2014,Nevada,
California State University-Channel Islands,2014,California,
ITT Technical Institute-Springfield,2014,Virginia,
ITT Technical Institute-Chantilly,2014,Virginia,
The Art Institute of California-Argosy University Orange County,2014,California,
Franklin W Olin College of Engineering,2014,Massachusetts,
University of Phoenix-Chicago Campus,2014,Illinois,
ITT Technical Institute-Canton,2014,Michigan,
Pennsylvania College of Health Sciences,2014,Pennsylvania,
Minnesota School of Business-Plymouth,2014,Minnesota,
University of the Potomac-VA Campus,2014,Virginia,
National American University-Overland Park,2014,Kansas,
Pacific College of Oriental Medicine-Chicago,2014,Illinois,
Ottawa University-Jeffersonville,2014,Indiana,
University of Antelope Valley,2014,California,
Faith Evangelical College & Seminary,2014,Washington,
Family of Faith College,2014,Oklahoma,
West Coast University-Los Angeles,2014,California,
Williamson Christian College,2014,Tennessee,
DigiPen Institute of Technology,2014,Washington,
ITT Technical Institute-Duluth,2014,Georgia,
ITT Technical Institute-Hilliard,2014,Ohio,
University of Phoenix-Indianapolis Campus,2014,Indiana,
Westwood College-Chicago Loop,2014,Illinois,
Strayer University-Tennessee,2014,Tennessee,
Strayer University-Pennsylvania,2014,Pennsylvania,
Brookline College-Albuquerque,2014,New Mexico,
Baker College of Allen Park,2014,Michigan,
Daymar Institute-Murfreesboro,2014,Tennessee,
Baptist University of the Americas,2014,Texas,
Beis Medrash Heichal Dovid,2014,New York,
Dade Medical College-Miami,2014,Florida,
New Life Theological Seminary,2014,North Carolina,
Nightingale College,2014,Utah,
The Art Institute of Tucson,2014,Arizona,
Westwood College-Atlanta Midtown,2014,Georgia,
ITT Technical Institute-Eden Prairie,2014,Minnesota,
American InterContinental University-Houston,2014,Texas,
University of California-Merced,2014,California,
Platt College-North OKC,2014,Oklahoma,
Westwood College-Northlake,2014,Georgia,
University of Phoenix-Jersey City Campus,2014,New Jersey,
University of Phoenix-Minneapolis St Paul Campus,2014,Minnesota,
University of Phoenix-Louisville Campus,2014,Kentucky,
Everest University-Orange Park,2014,Florida,
Neumont University,2014,Utah,
Johnson & Wales University-Charlotte,2014,North Carolina,
Minnesota School of Business-Waite Park,2014,Minnesota,
Ave Maria University,2014,Florida,
Ecclesia College,2014,Arkansas,
Los Angeles Music Academy,2014,California,
Maple Springs Baptist Bible College and Seminary,2014,Maryland,
Stanbridge College,2014,California,
Uta Mesivta of Kiryas Joel,2014,New York,
Harrisburg University of Science and Technology,2014,Pennsylvania,
The Art Institute of Ohio-Cincinnati,2014,Ohio,
Stevens-Henager College-Logan,2014,Utah,
University of Phoenix-Des Moines Campus,2014,Iowa,
International Academy of Design and Technology-Henderson,2014,Nevada,
International Academy of Design and Technology-Seattle,2014,Washington,
ITT Technical Institute-Kansas City,2014,Missouri,
ITT Technical Institute-Kennesaw,2014,Georgia,
ITT Technical Institute-Owings Mills,2014,Maryland,
ITT Technical Institute-Warrensville Heights,2014,Ohio,
United States University,2014,California,
Westwood College-Arlington Ballston,2014,Virginia,
Everest College-Mesa,2014,Arizona,
AmeriTech College-Draper,2014,Utah,
Argosy University-Los Angeles,2014,California,
Brown Mackie College-Miami,2014,Florida,
Fortis College-Largo,2014,Florida,
Eagle Gate College-Layton,2014,Utah,
Expression College for Digital Arts,2014,California,
Daymar College-Bellevue,2014,Kentucky,
Minnesota School of Business-Rochester,2014,Minnesota,
Georgia Gwinnett College,2014,Georgia,
SUM Bible College and Theological Seminary,2014,California,
Doane College-Lincoln Grand Island and Master,2014,Nebraska,
Shorter University-College of Adult & Professional Programs,2014,Georgia,
The Art Institute of Indianapolis,2014,Indiana,
Eastern International College-Belleville,2014,New Jersey,
ITT Technical Institute-Charlotte South,2014,North Carolina,
ITT Technical Institute-Clovis,2014,California,
ITT Technical Institute-Swartz Creek,2014,Michigan,
ITT Technical Institute-Lexington,2014,Kentucky,
ITT Technical Institute-Maumee,2014,Ohio,
ITT Technical Institute-Oklahoma City,2014,Oklahoma,
ITT Technical Institute-Tulsa,2014,Oklahoma,
University of Phoenix-Columbia Campus,2014,South Carolina,
The Art Institute of California-Argosy University Inland Empire,2014,California,
National American University-Zona Rosa,2014,Missouri,
Westwood College-Annandale,2014,Virginia,
Rasmussen College-Illinois,2014,Illinois,
Argosy University-Denver,2014,Colorado,
College America-Colorado Springs,2014,Colorado,
College America-Fort Collins,2014,Colorado,
University of South Florida-St Petersburg,2014,Florida,
Arizona State University-Downtown Phoenix,2014,Arizona,
The Art Institute of Tennessee-Nashville,2014,Tennessee,
Strayer University-Florida,2014,Florida,
Huntsville Bible College,2014,Alabama,
Bais Medrash Toras Chesed,2014,New Jersey,
Visible Music College,2014,Tennessee,
University of the West,2014,California,
South University-Tampa,2014,Florida,
Averett University-Non-Traditional Programs,2014,Virginia,
The Art Institute of Salt Lake City,2014,Utah,
The Art Institute of Charleston,2014,South Carolina,
The Art Institute of California-Argosy University Sacramento,2014,California,
ITT Technical Institute-Baton Rouge,2014,Louisiana,
ITT Technical Institute-Columbia,2014,South Carolina,
ITT Technical Institute-Wichita,2014,Kansas,
ITT Technical Institute-Atlanta,2014,Georgia,
ITT Technical Institute-Mobile,2014,Alabama,
ITT Technical Institute-Chattanooga,2014,Tennessee,
ITT Technical Institute-South Bend,2014,Indiana,
Strayer University-Delaware,2014,Delaware,
Strayer University-Alabama,2014,Alabama,
Broadview University-Layton,2014,Utah,
University of Phoenix-Birmingham Campus,2014,Alabama,
International Academy of Design and Technology-San Antonio,2014,Texas,
University of Phoenix-Washington DC Campus,2014,District of Columbia,
Argosy University-Inland Empire,2014,California,
Argosy University-Nashville,2014,Tennessee,
Argosy University-San Diego,2014,California,
Rasmussen College-Wisconsin,2014,Wisconsin,
Columbia Southern University,2014,Alabama,
Digital Media Arts College,2014,Florida,
Yeshivas Be'er Yitzchok,2014,New Jersey,
Yeshiva Toras Chaim,2014,New Jersey,
Talmudical Seminary of Bobov,2014,New York,
Southwest University at El Paso,2014,Texas,
University of South Florida-Sarasota-Manatee,2014,Florida,
Brown Mackie College-Indianapolis,2014,Indiana,
College America-Cheyenne,2014,Wyoming,
Bryant & Stratton College-Wauwatosa,2014,Wisconsin,
Minnesota School of Business-Blaine,2014,Minnesota,
The Art Institute of Michigan,2014,Michigan,
The Art Institute of Austin,2014,Texas,
The Art Institute of California-Argosy University-Silicon Valley,2014,California,
Remington College-Shreveport Campus,2014,Louisiana,
National American University-Austin,2014,Texas,
National American University-Wichita,2014,Kansas,
ITT Technical Institute-Cary,2014,North Carolina,
ITT Technical Institute-Madison,2014,Alabama,
ITT Technical Institute-Clive,2014,Iowa,
ITT Technical Institute-Columbus,2014,Ohio,
ITT Technical Institute-Phoenix,2014,Arizona,
ITT Technical Institute-Madison,2014,Wisconsin,
ITT Technical Institute-High Point,2014,North Carolina,
The Art Institutes International–Kansas City,2014,Kansas,
The Art Institute of Raleigh-Durham,2014,North Carolina,
Argosy University-Salt Lake City,2014,Utah,
Strayer University-North Carolina,2014,North Carolina,
Strayer University-New Jersey,2014,New Jersey,
The King’s College,2014,New York,
Chamberlain College of Nursing-Illinois,2014,Illinois,
Chamberlain College of Nursing-Ohio,2014,Ohio,
Chamberlain College of Nursing-Arizona,2014,Arizona,
Broadview University-Orem,2014,Utah,
Denver School of Nursing,2014,Colorado,
Yeshiva of Machzikai Hadas,2014,New York,
Minnesota School of Business-Moorhead,2014,Minnesota,
Brown Mackie College-Boise,2014,Idaho,
Brown Mackie College-Tulsa,2014,Oklahoma,
Providence Christian College,2014,California,
The Art Institute of Washington-Dulles,2014,Virginia,
Virginia College-Charleston,2014,South Carolina,
ITT Technical Institute-Springfield,2014,Missouri,
ITT Technical Institute-Concord,2014,California,
ITT Technical Institute-Fort Myers,2014,Florida,
ITT Technical Institute-Charlotte North,2014,North Carolina,
Polytechnic University of Puerto Rico-Miami,2014,Florida,
Polytechnic University of Puerto Rico-Orlando,2014,Florida,
Brown Mackie College-Phoenix,2014,Arizona,
Strayer University-West Virginia,2014,West Virginia,
Minnesota School of Business-Elk River,2014,Minnesota,
Brown Mackie College-Greenville,2014,South Carolina,
Globe University-Sioux Falls,2014,South Dakota,
Globe University-Eau Claire,2014,Wisconsin,
Globe University-Minneapolis,2014,Minnesota,
University of Minnesota-Rochester,2014,Minnesota,
Herzing University-Toledo,2014,Ohio,
Chamberlain College of Nursing-Florida,2014,Florida,
Horizon University,2014,California,
Angeles College,2014,California,
University of Fort Lauderdale,2014,Florida,
New Hope Christian College-Honolulu,2014,Hawaii,
Bethel College,2014,Virginia,
West Coast University-Orange County,2014,California,
West Coast University-Ontario,2014,California,
Virginia College-Augusta,2014,Georgia,
Harrison College-Grove City,2014,Ohio,
The Art Institute of Virginia Beach,2014,Virginia,
Bryant & Stratton College-Bayshore,2014,Wisconsin,
Virginia College-Columbia,2014,South Carolina,
Globe University-Madison East,2014,Wisconsin,
Minnesota School of Business-Lakeville,2014,Minnesota,
Globe University–Green Bay,2014,Wisconsin,
Globe University–Madison West,2014,Wisconsin,
Globe University–Wausau,2014,Wisconsin,
Strayer University-Georgia,2014,Georgia,
Strayer University-Louisiana,2014,Louisiana,
Strayer University-Mississippi,2014,Mississippi,
Strayer University-South Carolina,2014,South Carolina,
Strayer University-Texas,2014,Texas,
The Art Institute of San Antonio,2014,Texas,
Globe University-La Crosse,2014,Wisconsin,
Broadview Entertainment Arts University,2014,Utah,
Bryant & Stratton College-Hampton,2014,Virginia,
Unitek College,2014,California,
South University–Richmond,2014,Virginia,
South University–Virginia Beach,2014,Virginia,
Compass College of Cinematic Arts,2014,Michigan,
ITT Technical Institute-Merrillville,2014,Indiana,
ITT Technical Institute-Tallahassee,2014,Florida,
ITT Technical Institute-Salem,2014,Virginia,
ITT Technical Institute-Akron,2014,Ohio,
ITT Technical Institute-Corona,2014,California,
ITT Technical Institute-Johnson City,2014,Tennessee,
ITT Technical Institute-DeSoto,2014,Texas,
ITT Technical Institute-North Charleston,2014,South Carolina,
ITT Technical Institute-Aurora,2014,Colorado,
ITT Technical Institute-Culver City,2014,California,
ITT Technical Institute-Dearborn,2014,Michigan,
ITT Technical Institute-Las Vegas,2014,Nevada,
Touro University Worldwide,2014,California,
Herzing University-Kenosha,2014,Wisconsin,
Herzing University-Brookfield,2014,Wisconsin,
Strayer University-Global Region,2014,District of Columbia,
Brown Mackie College-Albuquerque,2014,New Mexico,
Brown Mackie College-St Louis,2014,Missouri,
California University of Management and Sciences,2014,California,
Brown Mackie College-San Antonio,2014,Texas,
Tribeca Flashpoint Media Arts Academy,2014,Illinois,
Virginia College-Spartanburg,2014,South Carolina,
Chamberlain College of Nursing-Virginia,2014,Virginia,
Stevens-Henager College-Boise,2014,Idaho,
American Institute,2014,Florida,
Carolina College of Biblical Studies,2014,North Carolina,
New York Film Academy,2014,California,
Georgia Christian University,2014,Georgia,
Jose Maria Vargas University,2014,Florida,
Grace College of Divinity,2014,North Carolina,
Simmons College of Kentucky,2014,Kentucky,
North American University,2014,Texas,
Mesivta Keser Torah,2014,New Jersey,
Millennia Atlantic University,2014,Florida,
John Paul the Great Catholic University,2014,California,
ITT Technical Institute-Durham,2014,North Carolina,
ITT Technical Institute-Hanover,2014,Maryland,
University of Phoenix-Jackson Campus,2014,Mississippi,
Independence University,2014,Utah,
National American University-Tulsa,2014,Oklahoma,
National American University-Centennial,2014,Colorado,
National American University-Lee's Summit,2014,Missouri,
National American University-Colorado Springs South,2014,Colorado,
Globe University-Appleton,2014,Wisconsin,
Chamberlain College of Nursing-Missouri,2014,Missouri,
Chamberlain College of Nursing-Texas,2014,Texas,
ITT Technical Institute-Oakland,2014,California,
Broadview University-Boise,2014,Idaho,
South University-The Art Institute of Fort Worth,2014,Texas,
South University-Novi,2014,Michigan,
The Art Institute of Wisconsin,2014,Wisconsin,
Brown Mackie College-Birmingham,2014,Alabama,
ITT Technical Institute-Phoenix West,2014,Arizona,
ITT Technical Institute-Brooklyn Center,2014,Minnesota,
ITT Technical Institute-Waco,2014,Texas,
ITT Technical Institute-Myrtle Beach,2014,South Carolina,
Azusa Pacific Online University,2014,California,
Minneapolis Media Institute,2014,Minnesota,
College America-Phoenix,2014,Arizona,
CollegeAmerica-Stevens Henager College,2014,Idaho,
Brown Mackie College-Oklahoma City,2014,Oklahoma,
Brown College-Brooklyn Center,2014,Minnesota,
Virginia College-Savannah,2014,Georgia,
Virginia College-Tulsa,2014,Oklahoma,
Criswell College,2014,Texas,
Virginia College-Knoxville,2014,Tennessee,
Academy of Couture Art,2014,California,
Bryant & Stratton College-Akron,2014,Ohio,
Chamberlain College of Nursing-Georgia,2014,Georgia,
Chamberlain College of Nursing-Indiana,2014,Indiana,
Bais HaMedrash and Mesivta of Baltimore,2014,Maryland,
Yeshiva Gedolah Zichron Leyma,2014,New Jersey,
Be'er Yaakov Talmudic Seminary,2014,New York,
West Coast University-Dallas,2014,Texas,
Stevens-Henager College-St George,2014,Utah,
National American University-Bellevue,2014,Nebraska,
National American University-Burnsville,2014,Minnesota,
National American University-Mesquite,2014,Texas,
California College San Diego,2014,California,
ITT Technical Institute-West Palm Beach,2014,Florida,
ITT Technical Institute-Salem,2014,Oregon,
ITT Technical Institute-Indianapolis East,2014,Indiana,
ITT Technical Institute-Douglasville,2014,Georgia,
ITT Technical Institute-Overland Park,2014,Kansas,
ITT Technical Institute-Springfield,2014,Illinois,
Kaplan University-Augusta Campus,2014,Maine,
South University-Austin,2014,Texas,
South University-Cleveland,2014,Ohio,
Fortis College-Cutler Bay,2014,Florida,
Warner Pacific College Adult Degree Program,2014,Oregon,
Platt College-Riverside,2014,California,
Rasmussen College-Kansas,2014,Kansas,
Manthano Christian College,2014,Michigan,
California Miramar University,2014,California,
Virginia College-Greensboro,2014,North Carolina,
Grace Mission University,2014,California,
Mid-South Christian College,2014,Tennessee,
Grace School of Theology,2014,Texas,
Yeshiva Gedolah Kesser Torah,2014,New York,
Yeshiva Yesodei Hatorah,2014,New Jersey,
ITT Technical Institute-Pensacola,2014,Florida,
ITT Technical Institute-San Antonio East,2014,Texas,
South University-High Point,2014,North Carolina,
College of Business and Technology-Miami Gardens,2014,Florida,
Georgia Regents University,2014,Georgia,
Middle Georgia State College,2014,Georgia,
Virginia Baptist College,2014,Virginia,
National American University-Austin South,2014,Texas,
National American University-Lewisville,2014,Texas,
National American University-Georgetown,2014,Texas,
National American University-Richardson,2014,Texas,
National American University-Rochester,2014,Minnesota,
National American University-Weldon Spring,2014,Missouri,
National American University-Wichita West,2014,Kansas,
National American University-Indianapolis,2014,Indiana,
National American University-Tigard,2014,Oregon,
The Art Institute of St Louis,2014,Missouri,
DeVry College of New York,2014,New York,
DeVry University-Arizona,2014,Arizona,
DeVry University-California,2014,California,
DeVry University-Colorado,2014,Colorado,
DeVry University-Florida,2014,Florida,
DeVry University-Georgia,2014,Georgia,
DeVry University-Illinois,2014,Illinois,
DeVry University-Indiana,2014,Indiana,
DeVry University-Maryland,2014,Maryland,
DeVry University-Michigan,2014,Michigan,
DeVry University-Minnesota,2014,Minnesota,
DeVry University-Missouri,2014,Missouri,
DeVry University-Nevada,2014,Nevada,
DeVry University-New Jersey,2014,New Jersey,
DeVry University-North Carolina,2014,North Carolina,
DeVry University-Ohio,2014,Ohio,
DeVry University-Oklahoma,2014,Oklahoma,
DeVry University-Oregon,2014,Oregon,
DeVry University-Pennsylvania,2014,Pennsylvania,
DeVry University-Tennessee,2014,Tennessee,
DeVry University-Texas,2014,Texas,
DeVry University-Utah,2014,Utah,
DeVry University-Virginia,2014,Virginia,
DeVry University-Washington,2014,Washington,
DeVry University-Wisconsin,2014,Wisconsin,
University of North Georgia,2014,Georgia,
South Georgia State College,2014,Georgia,
Brown Mackie College-Dallas,2014,Texas,
Arizona College-Mesa,2014,Arizona,
Arizona State University-Skysong,2014,Arizona,
IGlobal University,2014,Virginia,
Morthland College,2014,Illinois,
Montessori Education Institute of the Pacific Northwest,2014,Washington,
University of Phoenix-Arizona,2014,Arizona,
University of Phoenix-Arkansas,2014,Arkansas,
University of Phoenix-California,2014,California,
University of Phoenix-Colorado,2014,Colorado,
University of Phoenix-Florida,2014,Florida,
University of Phoenix-Georgia,2014,Georgia,
University of Phoenix-Louisiana,2014,Louisiana,
University of Phoenix-Michigan,2014,Michigan,
University of Phoenix-Missouri,2014,Missouri,
University of Phoenix-Nevada,2014,Nevada,
University of Phoenix-North Carolina,2014,North Carolina,
University of Phoenix-Oklahoma,2014,Oklahoma,
University of Phoenix-Tennessee,2014,Tennessee,
University of Phoenix-Texas,2014,Texas,
University of Phoenix-Virginia,2014,Virginia,
University of Phoenix-Pennsylvania,2014,Pennsylvania,
University of North Texas at Dallas,2014,Texas,
Trine University-Arizona Regional Campus,2014,Arizona,
California College San Diego,2014,California,
West Coast University-Miami,2014,Florida,
National American University-Houston,2014,Texas,
